id,category,title,body,amenities,bathrooms,bedrooms,currency,fee,has_photo,pets_allowed,price,price_display,price_type,square_feet,address,cityname,state,latitude_deg,longitude_deg,source,time
5668622093,housing/rent/apartment,Studio apartment 1 Point St,"This unit is located at one Point St, Providence, 2903, RIMonthly rental rates range from $2095 - $6360We have studio - 2 beds units available for rent Apartment features include:-- Controlled Access- Cable Included- Air conditioned- In-Unit Laundry- Furnished- Internet Included- Dishwasher- Fitness facilities","Cable or Satellite,Clubhouse,Dishwasher,Elevator,Garbage Disposal,Internet Access,Parking,Patio/Deck,Pool,Refrigerator,TV",1.0,2.0,USD,No,Thumbnail,"Cats,Dogs",2095.0,"$2,095",Monthly,390,1 Point St,Providence,RI,41.824,-71.4315,RentLingo,2019-12-26 11:18:23
5668621164,housing/rent/apartment,One BR 229 S Adams Rd,"This unit is located at 229 S Adams Rd, Spokane Valley, 99216, WAMonthly rental rates range from $750We have 1 beds units available for rent Apartment features include:-- Dishwasher",Dishwasher,1.0,1.0,USD,No,Thumbnail,"Cats,Dogs",750.0,$750,Monthly,568,229 S Adams Road,Spokane Valley,WA,47.6485,-117.2657,RentLingo,2019-12-26 11:17:22
5668620432,housing/rent/apartment,One BR 745 Hamilton St,"This unit is located at 745 Hamilton St, Somerset, 8873, NJMonthly rental rates range from $1475 - $1975We have one - two beds units available for rent Apartment features include:-- Fitness facilities- Ac- In-Unit Laundry- Dishwasher- Controlled Access- Balcony, Deck, Patio- Trash Removal Included- Refrigerator","Cable or Satellite,Dishwasher,Elevator,Internet Access,Parking,Patio/Deck,Refrigerator",1.0,1.0,USD,No,Thumbnail,"Cats,Dogs",1475.0,"$1,475",Monthly,663,745 Hamilton St,Somerset,NJ,40.4993,-74.5214,RentLingo,2019-12-26 11:16:38
5668619160,housing/rent/apartment,Four BR 711 W. Elm,"This unit is located at 711 W. Elm, Urbana, 61801, ILMonthly rental rates range from $1650We have 4 beds units available for rent Apartment features include:-- Dishwasher- Ac- Balcony, Deck, Patio- Refrigerator- Furnished- Garbage Disposal- On-Site Laundry- Living Room","Dishwasher,Garbage Disposal,Patio/Deck,Refrigerator",2.0,4.0,USD,No,Thumbnail,"Cats,Dogs",1650.0,"$1,650",Monthly,1100,711 W Elm,Urbana,IL,40.1171,-88.1889,RentLingo,2019-12-26 11:15:06
5668618357,housing/rent/apartment,One BR 425 North 5th Street,"This unit is located at 425 North fifth Street, Lafayette, 47901, INMonthly rental rates range from $1200We have 1 beds units available for rent Apartment features include:-- In-Unit Laundry- Refrigerator- Off-Street parking- Range / Oven- Dishwasher- Microwave- Freezer- Air conditioned","Dishwasher,Parking,Refrigerator",1.0,1.0,USD,No,Thumbnail,"Cats,Dogs",1200.0,"$1,200",Monthly,840,425 North 5th St,Lafayette,IN,40.3613,-86.9005,RentLingo,2019-12-26 11:14:10
5668615317,housing/rent/apartment,Studio apartment 1500 7th St,"This unit is located at 1500 seventh St, Sacramento, 95814, CAMonthly rental rates range from $1385 - $2190We have studio - 2 beds units available for rent Apartment features include:-- Business facility- Fitness facilities- On-Site Laundry- Pool",Pool,1.0,2.0,USD,No,Thumbnail,"Cats,Dogs",1385.0,"$1,385",Monthly,572,1500 7th St,Sacramento,CA,38.5587,-121.432,RentLingo,2019-12-26 11:11:09
5668615207,housing/rent/apartment,One BR 701 Northeast Tudor Road,"This unit is located at 701 Northeast Tudor Road, Lees Summit, 64086, MOMonthly rental rates range from $1007 - $1572We have one - three beds units available for rent Apartment features include:-- A/c- Surface Parking- Balcony, Deck, Patio- Fitness facilities- Controlled Access- Refrigerator- Dishwasher- In-Unit Laundry","Cable or Satellite,Clubhouse,Dishwasher,Garbage Disposal,Internet Access,Parking,Patio/Deck,Pool,Refrigerator",1.0,1.0,USD,No,Thumbnail,"Cats,Dogs",1007.0,"$1,007",Monthly,735,701 Northeast Tudor Rd,Lees Summit,MO,38.9163,-94.3719,RentLingo,2019-12-26 11:10:59
5668615006,housing/rent/apartment,Three BR 6465 Longleaf Branch Drive,"This unit is located at 6465 Longleaf Branch Drive, Jacksonville, 32222, FLMonthly rental rates range from $1499We have 3 beds units available for rent Apartment features include:-- Microwave- Dishwasher- Pool- Garbage Disposal- Refrigerator- Fitness facilities- Overhead fans- Central A / C","Dishwasher,Garbage Disposal,Pool,Refrigerator",2.0,3.0,USD,No,Thumbnail,"Cats,Dogs",1499.0,"$1,499",Monthly,1544,6465 Longleaf Branch Dr,Jacksonville,FL,30.2989,-81.6324,RentLingo,2019-12-26 11:10:45
5668614703,housing/rent/apartment,One BR 1010 Hwy 87 South,"This unit is located at 1010 Hwy 87 South, Orange, 77630, TXMonthly rental rates range from $671 - $1020We have one - three beds units available for rent Apartment features include:-- Air conditioner- Controlled Access- Internet Included- Furnished- Dishwasher- On-Site Laundry- Storage- Balcony, Deck, Patio","Cable or Satellite,Clubhouse,Dishwasher,Garbage Disposal,Internet Access,Patio/Deck,Playground,Pool,Refrigerator,Storage",1.0,1.0,USD,No,Thumbnail,"Cats,Dogs",671.0,$671,Monthly,685,1010 Highway 87 South,Orange,TX,30.1213,-93.7711,RentLingo,2019-12-26 11:10:23
5668614467,housing/rent/apartment,Two BR 4456 Broadway,"This unit is located at 4456 Broadway, Boulder, 80304, COMonthly rental rates range from $1910 - $2125We have 2 beds units available for rent Apartment features include:-- Storage- On Bus Line- Dishwasher- Balcony, Deck, Patio- Air conditioner- In-Unit Laundry- Sheltered parking- Handicapped access","Dishwasher,Fireplace,Gated,Internet Access,Parking,Patio/Deck,Refrigerator,Storage",1.0,2.0,USD,No,Thumbnail,"Cats,Dogs",1910.0,"$1,910",Monthly,745,4456 Broadway,Boulder,CO,40.0213,-105.2552,RentLingo,2019-12-26 11:10:07
5668612602,housing/rent/apartment,One BR 4300 Flint Hill Dr.,"This unit is located at 4300 Flint Hill Dr., Owings Mills, 21117, MDMonthly rental rates range from $1164 - $1660We have one - three beds units available for rent Apartment features include:-- Business facility- Pool- Fitness facilities- Sheltered parking","Parking,Pool",1.0,1.0,USD,No,Thumbnail,"Cats,Dogs",1164.0,"$1,164",Monthly,755,4300 Flint Hill Drive,Owings Mills,MD,39.4276,-76.7727,RentLingo,2019-12-26 11:08:10
5668611315,housing/rent/apartment,Studio apartment 4016 Twickenham Court,"This unit is located at 4016 Twickenham Court, Raleigh, 27613, NCMonthly rental rates range from $777 - $1182We have studio - 2 beds units available for rent Apartment features include:-- Surface Parking- Refrigerator- Balcony, Deck, Patio- On-Site Laundry- Laundry hookups- Dishwasher- Storage- Air conditioner","Cable or Satellite,Clubhouse,Dishwasher,Garbage Disposal,Parking,Patio/Deck,Playground,Pool,Refrigerator,Storage",1.0,2.0,USD,No,Thumbnail,"Cats,Dogs",777.0,$777,Monthly,563,4016 Twickenham CT,Raleigh,NC,35.823,-78.6438,RentLingo,2019-12-26 11:06:49
5668610263,housing/rent/apartment,One BR 190 112th Ave N,"This unit is located at 190 112th Ave N, St Petersburg, 33716, FLMonthly rental rates range from $1055 - $1950We have one - three beds units available for rent Apartment features include:-- Business facility- In-Unit Laundry- Fitness facilities- Pool",Pool,1.0,1.0,USD,No,Thumbnail,"Cats,Dogs",1055.0,"$1,055",Monthly,550,190 112th Avenue N,Saint Petersburg,FL,27.7873,-82.6772,RentLingo,2019-12-26 11:05:12
5668609452,housing/rent/apartment,One BR 2000 Bay Area Blvd.,"Contact us for a FREE apartment search and up to $200 rebate! An expert agent will match properties with your exact search criteria while you search from home.The Cove is a three story, garden style, gated property centered around its huge luxurious pool. The pool is the centerpiece of the property and the main amenity. The grounds are well manicured, lots of grassy areas with trees and plenty of resident and guest parking. The exterior is in terrific condition but painted dark and the front doors to neighboring units are very close to each other. The interiors are average, nothing overly dated or upgraded. All floor plans have big walk in closets, patios or sunrooms and some floor plans have fireplaces.",Pool,1.0,1.0,USD,No,Thumbnail,"Cats,Dogs",665.0,$665,Monthly,443,2000 Bay Area Boulevard,Houston,TX,29.7714,-95.4343,RentLingo,2019-12-26 11:04:30
5668638780,housing/rent/apartment,One BR 1333 S Wabash Ave,"This unit is located at 1333 S Wabash Ave, Chicago, 60605, ILMonthly rental rates range from $1915 - $2778We have one - two beds units available for rent","Elevator,Parking",1.0,1.0,USD,No,Thumbnail,"Cats,Dogs",1915.0,"$1,915",Monthly,760,1333 S Wabash Avenue,Chicago,IL,41.8625,-87.6825,RentLingo,2019-12-26 11:37:42
5668637165,housing/rent/apartment,One BR 2004 Sierra Commons Rd,"This unit is located at 2004 Sierra Commons Rd, Dickinson, 58601, NDMonthly rental rates range from $850 - $1399We have one - three beds units available for rent","Dishwasher,Internet Access,Parking,Refrigerator",1.0,1.0,USD,No,Thumbnail,"Cats,Dogs",850.0,$850,Monthly,685,2004 Sierra Commons Road,Dickinson,ND,46.882,-102.7862,RentLingo,2019-12-26 11:35:46
5668633833,housing/rent/apartment,One BR 6201 Grissom Rd,"This unit is located at 6201 Grissom Rd, San Antonio, 78238, TXMonthly rental rates range from $975 - $1125We have one - two beds units available for rent","Dishwasher,Parking,Pool,Refrigerator",1.0,1.0,USD,No,Thumbnail,"Cats,Dogs",975.0,$975,Monthly,882,6201 Grissom Road,San Antonio,TX,29.4624,-98.5253,RentLingo,2019-12-26 11:32:17
5668627070,housing/rent/apartment,Two BR 11506 Truro Ave Unit D,"This unit is located at 11506 Truro Ave Unit D, Hawthorne, 90250, CAMonthly rental rates range from $2200We have 2 beds units available for rent","Dishwasher,Refrigerator",1.0,2.0,USD,No,Thumbnail,"Cats,Dogs",2200.0,"$2,200",Monthly,1070,11506 Truro Avenue Unit D,Hawthorne,CA,33.9136,-118.3527,RentLingo,2019-12-26 11:23:48
5668625154,housing/rent/apartment,Four BR 7003 W Saint Charles Avenue,"This unit is located at 7003 W Saint Charles Avenue, Laveen, 85339, AZMonthly rental rates range from $1549We have 4 beds units available for rent Apartment features include:-- Dishwasher- Hardwood flooring- Overhead fans- Central A / C- Microwave- Balcony, Deck, Patio- Garbage Disposal- Refrigerator","Dishwasher,Garbage Disposal,Patio/Deck,Refrigerator",2.0,4.0,USD,No,Thumbnail,"Cats,Dogs",1549.0,"$1,549",Monthly,2598,7003 W Saint Charles Ave,Laveen,AZ,33.3526,-112.1976,RentLingo,2019-12-26 11:21:36
5668624263,housing/rent/apartment,Four BR 626 Lakeridge Drive Se,"This unit is located at 626 Lakeridge Drive Se, Conyers, 30094, GAMonthly rental rates range from $1299We have 4 beds units available for rent Apartment features include:-- tile floors- Dishwasher- Hard wood floors- Garage - Attached- carpeting- Refrigerator- Central A / C- Balcony, Deck, Patio","Dishwasher,Patio/Deck,Refrigerator",2.0,4.0,USD,No,Thumbnail,"Cats,Dogs",1299.0,"$1,299",Monthly,2200,626 Lakeridge Dr SE,Conyers,GA,33.6471,-84.0154,RentLingo,2019-12-26 11:20:28
5668622224,housing/rent/apartment,One BR 2915 Sharer Road,"This unit is located at 2915 Sharer Road, Tallahassee, 32312, FLMonthly rental rates range from $949 - $1264We have one - four beds units available for rent Apartment features include:-- Public Transportation- Storage- Cable Included- Dishwasher- Air conditioned- Refrigerator- Garbage Disposal- Internet Included","Cable or Satellite,Clubhouse,Dishwasher,Garbage Disposal,Hot Tub,Internet Access,Refrigerator,Storage",1.0,1.0,USD,No,Thumbnail,"Cats,Dogs",949.0,$949,Monthly,625,2915 Sharer Rd,Tallahassee,FL,30.4601,-84.2714,RentLingo,2019-12-26 11:18:30
5668622069,housing/rent/apartment,One BR 1201 Covell Village Dr,"This unit is located at 1201 Covell Village Dr, Edmond, 73003, OKMonthly rental rates range from $891 - $1476We have one - three beds units available for rent Apartment features include:-- Surface Parking- Fitness facilities",Parking,1.0,1.0,USD,No,Thumbnail,"Cats,Dogs",891.0,$891,Monthly,832,1201 Covell Village Drive,Edmond,OK,35.6757,-97.4949,RentLingo,2019-12-26 11:18:21
5668620244,housing/rent/apartment,Two BR 5483 Summerland Drive,"This unit is located at 5483 Summerland Drive, Waterloo, 50701, IAMonthly rental rates range from $1400We have 2 beds units available for rent Apartment features include:-- Storage- Off-Street parking- In-Unit Laundry- Garage - Attached","Parking,Storage",2.0,2.0,USD,No,Thumbnail,"Cats,Dogs",1400.0,"$1,400",Monthly,1140,5483 Summerland Dr,Waterloo,IA,42.4869,-92.3426,RentLingo,2019-12-26 11:16:26
5668619348,housing/rent/apartment,Studio apartment 1258 Nw 3rd Ave,"This unit is located at 1258 Nw third Ave, Gainesville, 32601, FLMonthly rental rates range from $849 - $2080We have studio - 2 beds units available for rent Apartment features include:-- Furnished- Sheltered parking- On Bus Line- Controlled Access- In-Unit Laundry- Dishwasher- Fitness facilities- Internet Included","Cable or Satellite,Clubhouse,Dishwasher,Elevator,Garbage Disposal,Hot Tub,Internet Access,Parking,Patio/Deck,Pool,Refrigerator,Storage",1.0,2.0,USD,No,Thumbnail,"Cats,Dogs",1160.0,"$1,160",Monthly,338,1258 NW 3rd Avenue,Gainesville,FL,29.6533,-82.3656,RentLingo,2019-12-26 11:15:20
5668617140,housing/rent/apartment,Three BR 737 Nw Douglas Street,"This unit is located at 737 Nw Douglas Street, Burleson, 76028, TXMonthly rental rates range from $1525We have 3 beds units available for rent","Dishwasher,Refrigerator",2.0,3.0,USD,No,Thumbnail,"Cats,Dogs",1525.0,"$1,525",Monthly,1698,737 NW Douglas St,Burleson,TX,32.5285,-97.3119,RentLingo,2019-12-26 11:12:52
5668616966,housing/rent/apartment,Four BR 43316 W Kimberly Street,"This unit is located at 43316 W Kimberly Street, Maricopa, 85138, AZMonthly rental rates range from $1799We have 4 beds units available for rent Apartment features include:-- Microwave- Refrigerator- Garage - Attached- Garbage Disposal- Balcony, Deck, Patio- Dishwasher- Overhead fans- Central A / C","Dishwasher,Garbage Disposal,Patio/Deck,Refrigerator",3.0,4.0,USD,No,Thumbnail,"Cats,Dogs",1799.0,"$1,799",Monthly,3740,43316 W Kimberly St,Maricopa,AZ,32.9749,-112.0905,RentLingo,2019-12-26 11:12:40
5668616749,housing/rent/apartment,One BR 7401 E. Speedway Blvd.,"This unit is located at 7401 E. Speedway Blvd., Tucson, 85710, AZMonthly rental rates range from $900 - $1115We have one - two beds units available for rent Apartment features include:-- Fitness facilities- Business facility- Pool",Pool,1.0,1.0,USD,No,Thumbnail,"Cats,Dogs",900.0,$900,Monthly,701,7401 E Speedway Boulevard,Tucson,AZ,32.2264,-110.9438,RentLingo,2019-12-26 11:12:26
5668615295,housing/rent/apartment,One BR 8288 Wooster Pike,"This unit is located at 8288 Wooster Pike, Cincinnati, 45227, OHMonthly rental rates range from $850 - $997We have one - two beds units available for rent Apartment features include:-- Dishwasher- Public Transportation- Pool- Balcony, Deck, Patio- On-Site Laundry- Refrigerator- Surface Parking- A-c","Cable or Satellite,Clubhouse,Dishwasher,Parking,Patio/Deck,Playground,Pool,Refrigerator,View",1.0,1.0,USD,No,Thumbnail,"Cats,Dogs",850.0,$850,Monthly,770,8288 Wooster Pike,Cincinnati,OH,39.1679,-84.4933,RentLingo,2019-12-26 11:11:08
5668615201,housing/rent/apartment,"Two BR 701 Ne Ridgeview Drive, Apartment. B","This unit is located at 701 Ne Ridgeview Drive, Apartment. B, Lees Summit, 64089, MOMonthly rental rates range from $715We have 2 beds units available for rent Apartment features include:-- Refrigerator- Balcony, Deck, Patio- Garbage Disposal- Fitness facilities- On-Site Laundry- Carpet- Public Transportation- Surface Parking","Cable or Satellite,Garbage Disposal,Internet Access,Parking,Patio/Deck,Refrigerator",1.0,2.0,USD,No,Thumbnail,"Cats,Dogs",715.0,$715,Monthly,740,701 NE Ridgeview Dr Apartment B,Lees Summit,MO,38.9163,-94.3719,RentLingo,2019-12-26 11:10:59
5668614448,housing/rent/apartment,Studio apartment 2101 22nd Avenue,"This unit is located at 2101 22nd Avenue, Greeley, 80631, COMonthly rental rates range from $1025 - $1300We have studio - 2 beds units available for rent Apartment features include:-- On-Site Laundry- Storage- Carpet- Sheltered parking- Public Transportation- On Bus Line- Pool- Cable-Ready","Cable or Satellite,Internet Access,Parking,Pool,Storage",1.0,2.0,USD,No,Thumbnail,Cats,1025.0,"$1,025",Monthly,500,2101 22nd Ave,Greeley,CO,40.4146,-104.7321,RentLingo,2019-12-26 11:10:05
5668613618,housing/rent/apartment,One BR 855 Emory Point Drive,"This unit is located at 855 Emory Point Drive, Atlanta, 30329, GAMonthly rental rates range from $1660We have 1 beds units available for rent Apartment features include:-- On Bus Line- Sheltered parking- Pool- Dishwasher- In-Unit Laundry- Balcony, Deck, Patio- Fitness facilities- Refrigerator","Dishwasher,Elevator,Parking,Patio/Deck,Pool,Refrigerator",1.0,1.0,USD,No,Thumbnail,"Cats,Dogs",1660.0,"$1,660",Monthly,727,855 Emory Point Dr,Atlanta,GA,33.7848,-84.3922,RentLingo,2019-12-26 11:09:06
5668613578,housing/rent/apartment,One BR 39900 Blacow Road,"This unit is located at 39900 Blacow Road, Fremont, 94538, CAMonthly rental rates range from $2000 - $2325We have one - two beds units available for rent Apartment features include:-- On-Site Laundry- Balcony, Deck, Patio- Water Included- Fireplace- On Bus Line- Refrigerator- Dishwasher- Sheltered parking","Cable or Satellite,Clubhouse,Dishwasher,Fireplace,Garbage Disposal,Gated,Internet Access,Parking,Patio/Deck,Pool,Refrigerator",1.0,1.0,USD,No,Thumbnail,"Cats,Dogs",2000.0,"$2,000",Monthly,585,39900 Blacow Rd,Fremont,CA,37.5444,-121.982,RentLingo,2019-12-26 11:09:03
5668613466,housing/rent/apartment,One BR 1404 South Bay Villa Place,"This unit is located at 1404 South Bay Villa Place, Tampa, 33629, FLMonthly rental rates range from $1649We have 1 beds units available for rent Apartment features include:-- Balcony, Deck, Patio- Hardwood flooring- In-Unit Laundry- Microwave- Range / Oven- Stainless Appliances- Public Transportation- Refrigerator","Parking,Patio/Deck,Refrigerator",1.0,1.0,USD,No,Thumbnail,"Cats,Dogs",1649.0,"$1,649",Monthly,738,1404 South Bay Villa Place,Tampa,FL,28.0076,-82.4792,RentLingo,2019-12-26 11:08:56
5668612874,housing/rent/apartment,One BR 2065 W College Avenue,"This unit is located at 2065 W College Avenue, San Bernardino, 92407, CAMonthly rental rates range from $1345 - $1550We have one - two beds units available for rent Apartment features include:-- Fitness facilities- Pool- On-Site Laundry- A-c- Business facility",Pool,1.0,1.0,USD,No,Thumbnail,"Cats,Dogs",1345.0,"$1,345",Monthly,675,2065 W College Ave,San Bernardino,CA,34.1334,-117.292,RentLingo,2019-12-26 11:08:27
5668612750,housing/rent/apartment,One BR 1616 156th Avenue Northeast,"This unit is located at 1616 156th Avenue Northeast, Bellevue, 98007, WAMonthly rental rates range from $1505We have 1 beds units available for rent Apartment features include:-- Sheltered parking- Pool- Breakfast area- Refrigerator- On Bus Line- Dishwasher- Range / Oven- On-Site Laundry","Dishwasher,Parking,Pool,Refrigerator",1.0,1.0,USD,No,Thumbnail,Cats,1505.0,"$1,505",Monthly,490,1616 156th Ave Northeast,Bellevue,WA,47.5988,-122.1507,RentLingo,2019-12-26 11:08:18
5668612739,housing/rent/apartment,One BR 14812 Bothell Way Ne,"This unit is located at 14812 Bothell Way Ne, Lake Forest Park, 98155, WAMonthly rental rates range from $1575 - $1910We have one - two beds units available for rent Apartment features include:-- Fitness facilities- Balcony, Deck, Patio- On-Site Laundry- In-Unit Laundry- Pool- Dishwasher","Dishwasher,Patio/Deck,Pool",1.0,1.0,USD,No,Thumbnail,"Cats,Dogs",1575.0,"$1,575",Monthly,720,14812 Bothell Way NE,Lake Forest Park,WA,47.7631,-122.2901,RentLingo,2019-12-26 11:08:18
5668612715,housing/rent/apartment,One BR 1610 West James Place,"This unit is located at 1610 West James Place, Kent, 98032, WAMonthly rental rates range from $1445 - $1599We have one - two beds units available for rent Apartment features include:-- Sheltered parking- Internet Included- In-Unit Laundry- On-Site Laundry- Dishwasher- Air conditioner- Balcony, Deck, Patio- Fitness facilities","Cable or Satellite,Clubhouse,Dishwasher,Fireplace,Internet Access,Parking,Patio/Deck,Pool,Refrigerator",1.0,1.0,USD,No,Thumbnail,"Cats,Dogs",1445.0,"$1,445",Monthly,700,1610 West James Place,Kent,WA,47.3851,-122.1882,RentLingo,2019-12-26 11:08:16
5668612700,housing/rent/apartment,Two BR 35703 16th Ave. S,"This unit is located at 35703 16th Ave. S, Federal Way, 98003, WAMonthly rental rates range from $1440 - $2017We have two - five beds units available for rent Apartment features include:-- A/c- Surface Parking- On-Site Laundry- Fitness facilities- Handicapped access- Balcony, Deck, Patio- Dishwasher- Sheltered parking","Cable or Satellite,Dishwasher,Garbage Disposal,Hot Tub,Internet Access,Parking,Patio/Deck,Playground,Pool,Refrigerator,Storage",2.0,2.0,USD,No,Thumbnail,"Cats,Dogs",1440.0,"$1,440",Monthly,973,35703 16th Avenue S,Federal Way,WA,47.3071,-122.3404,RentLingo,2019-12-26 11:08:15
5668612647,housing/rent/apartment,One BR 9712 Bosque Creek Circle,"This unit is located at 9712 Bosque Creek Circle, Tampa, 33619, FLMonthly rental rates range from $1161 - $1584We have one - three beds units available for rent Apartment features include:-- Fitness facilities- Ac- On-Site Laundry- Balcony, Deck, Patio- Dishwasher- In-Unit Laundry- Refrigerator- Surface Parking","Clubhouse,Dishwasher,Parking,Patio/Deck,Pool,Refrigerator",1.0,1.0,USD,No,Thumbnail,"Cats,Dogs",1161.0,"$1,161",Monthly,780,9712 Bosque Creek Cir,Tampa,FL,28.0076,-82.4792,RentLingo,2019-12-26 11:08:12
5668612044,housing/rent/apartment,One BR 42 West Hill Road,"This unit is located at 42 West Hill Road, New Bedford, 2740, MAMonthly rental rates range from $1495 - $2595We have one - four beds units available for rent Apartment features include:-- On-Site Laundry- Balcony, Deck, Patio- A-c- Fitness facilities- On Bus Line- In-Unit Laundry- Dishwasher- Refrigerator","Basketball,Cable or Satellite,Clubhouse,Dishwasher,Garbage Disposal,Patio/Deck,Playground,Pool,Refrigerator,Tennis",1.0,1.0,USD,No,Thumbnail,"Cats,Dogs",1495.0,"$1,495",Monthly,825,42 West Hill Rd,New Bedford,MA,41.6505,-70.9367,RentLingo,2019-12-26 11:07:41
